emotion_class,cleaned_text
anger,နား ကြပ် တွေ ထပ် ပျောက် သွား ပြန် ပြီ သူ တို့ ဘယ် လို လေ ထဲ မှာ ပျောက် ကွယ် သွား တာ လဲ # နား ကြပ် လျှို့ ဝှက် ဆန်း ကြယ် မှု # ဆယ် ကျော် သက် ဘ ဝ
love,မင်း ရဲ့ သာ ယာ တဲ့ အ ပြုံး လေး တွေ က ငါ့ အ တွက် အင် အား ပဲ
neutral,မေ့ လျော့ နေ တဲ့ ယဉ် ကျေး မှု တစ် ခု ရဲ့ ရှေး ဟောင်း အ ပျက် အ စီး တွေ ကြား ထဲ က အ တွေး နက် နေ တဲ့ စဉ်း စား တွေး တော မှု
suprise,ဒစ် ဂျစ် တယ် အ နု ပ ညာ လော က ကို စူး စမ်း ရှာ ဖွေ နေ ပါ တယ် ဝါ သ နာ အ သစ် တွေ ရှာ ဖွေ တွေ့ ရှိ ဖို့ ဘယ် တော့ မှ နောက် မ ကျ ဘူး # ဒစ် ဂျစ် တယ် အ နု ပ ညာ # နောက် ကျ မှ ပွင့် သူ
anger,ကိုယ့် ကို လာ ပြီး အ ရူး လုပ် နေ တာ ကို သိ လိုက် ရ တဲ့ အ ချိန် ဒေါ သ ထွက် တယ်
suprise,စူး စမ်း လို စိတ် နဲ့ ဗ ဟု သု တ အ တွက် ဆာ လောင် မှု တို့ က တွန်း အား ပေး တဲ့ ရှာ ဖွေ တွေ့ ရှိ မှု ခ ရီး စဉ် တစ် ခု ကို စ တင် ခြင်း
joy,မ ပြည့် စုံ မှု တွေ ထဲ က အ လှ တ ရား ကို ပွေ့ ဖက် ရင်း ၊ ဘ ဝ ရဲ့ ကြို တင် ခန့် မှန်း လို့ မ ရ တဲ့ အ နု ပ ညာ ရဲ့ စပ် ဟပ် ပုံ ထဲ မှာ လက် ခံ မှု ကို ရှာ ဖွေ တွေ့ ရှိ ခြင်း
sadness,သူ စိမ်း တွေ ထက် ပို စိမ်း ကား သွား တဲ့ လူ တစ် ယောက် ကို လွမ်း ဆွတ် နေ ရ တာ ရူး ချင် စ ရာ ပဲ
anger,က တိ ပျက် ကွက် တာ ကို ဘာ မှ မ ဖြစ် သ လို မျက် နှာ ပြောင် တိုက် တာ မုန်း တယ်
sadness,ဝမ်း နည်း ပူ ဆွေး မှု တွေ လွှမ်း မိုး ပြီး ၊ ချစ် ခင် ရ သူ တစ် ယောက် ကို အ ရမ်း လွမ်း ဆွတ် နေ ပါ တယ်
anger,ဘာ မှ အ သုံး မ ကျ ဘဲ လေ ကြီး နေ တဲ့ သူ တွေ ကို အ မြင် ကတ် တယ်
love,ကျေး ဇူး တင် မှု တွေ နဲ့ ပြည့် လျှံ နေ တဲ့ နှ လုံး သား ၊ ကြင် နာ မှု နဲ့ ချိတ် ဆက် မှု ရဲ့ မြေ ဆီ လွှာ ထဲ မှာ တန် ဖိုး ထား လေး စား မှု ပွင့် လန်း နေ တဲ့ ဥ ယျာဉ် တစ် ခု
neutral,သူ တစ် ပါး ရဲ့ ကဲ့ ရဲ့ လှောင် ပြောင် မှု ကို ခံ လိုက် ရ တဲ့ ခ ဏ
suprise,မ ထင် မှတ် ဘဲ နဲ့ ပ ဟေ ဠိ တစ် ခု ရဲ့ အ ဖြေ ကို ရှာ ဖွေ တွေ့ ရှိ သွား သ လို မျိုး ရင် ခုန် သွား ရ တယ်
suprise,မင်း ကတ် ကြေး ကို ဘယ် လို တောင် သုံး လိုက် တာ လဲ တစ် ခါ တည်း နဲ့ ကွက် တိ ပဲ ၊
suprise,ဟင် ! ငါ့ ဖုန်း ထဲ ကို ဘယ် သူ က ပိုက် ဆံ အ များ ကြီး မှား လွှဲ လိုက် တာ လဲ ၊
neutral,အေး စိမ့် တဲ့ ဆောင်း ရာ သီ ည နေ ခင်း မှာ ကို ကိုး ပူ ပူ တစ် ခွက် ရဲ့ နွေး ထွေး မှု ကို အ ရ သာ ခံ နေ ပါ တယ်
anger,စ ကား ပြော ရင် အ မြဲ တမ်း ရွဲ့ စောင်း ပြော နေ တာ ကို စိတ် မ ရှည် တော့ ဘူး
neutral,အ များ သူ ငါ ရှေ့ မှာ မ တော် တ ဆ ချော် လဲ သွား တဲ့ အ ချိန်
love,အ ထင် က ရ နေ ရာ တစ် ခု ရဲ့ သ မိုင်း ဝင် အ ရေး ပါ မှု အ တွက် ရို သေ လေး စား မှု
joy,ကမ် ဘာ့ ဖ လား မှာ သ မိုင်း ဝင် အောင် ပွဲ တစ် ခု ကို ဂုဏ် ပြု နေ ခြင်း ၊ နိုင် ငံ က ပျော် ရွှင် မှု နဲ့ ပေါက် ကွဲ ထွက် လာ တယ် ၊ သူ တို့ ရဲ့ ဘော လုံး အ သင်း ရဲ့ အောင် ပွဲ ကြောင့် စည်း လုံး ညီ ညွတ် ခြင်း
joy,မျှော် လင့် ချက် ရှိ တဲ့ မျှော် လင့် ချက် ရဲ့ လှိုင်း လုံး တွေ ကြား ထဲ က နေ လမ်း ကြောင်း တစ် ခု ရေး ဆွဲ နေ ခြင်း ၊ မ စူး စမ်း ရ သေး တဲ့ အိပ် မက် တွေ ရဲ့ ကမ်း ခြေ တွေ ဆီ သို့ ဦး တည် မောင်း နှင် နေ တဲ့ သင်္ ဘော သား တစ် ယောက်
love,မင်း နဲ့ အ တူ ရှိ နေ ရ ရင် ဘယ် လို အ ခက် အ ခဲ မျိုး ကို မ ဆို ရင် ဆိုင် ရဲ တယ်
suprise,ဒီ ဓာတ် ပုံ ထဲ က နေ ရာ လေး က တ ကယ့် ကို နတ် သက် ကြွေ သ လို လှ တာ ပဲ ၊
fear,ဗီ ဇာ အ ပယ် ခံ ရ မှာ ကို တွေး ပြီး ရင် တုန် ရင် ခုန် ဖြစ် နေ ရ တယ်
fear,ည ဘက် မှာ မျက် လုံး တွေ ကျယ် ကျယ် ဖွင့် ထား ခြင်း ၊ ကြောက် စ ရာ ကောင်း တဲ့ အ ရိပ် တွေ က နံ ရံ တွေ ပေါ် မှာ က ခုန် နေ ခြင်း ၊ စိတ် က စိတ် ကူး ယဉ် ထိတ် လန့် မှု တွေ ရဲ့ အ ကျဉ်း သား
joy,ရှု ခင်း သာ ယာ တဲ့ လမ်း တွေ တစ် လျှောက် တ နင်္ ဂ နွေ နေ့ စက် ဘီး စီး ခြင်း
joy,ပျော် ရွှင် မှု ရဲ့ အ ရောင် အ သွေး တွေ နဲ့ ဝန်း ရံ ထား ခြင်း ၊ ရယ် မော ခြင်း နဲ့ အ ဆုံး မ ရှိ တဲ့ အ ပြုံး တွေ နဲ့ ခြယ် မှုန်း ထား တဲ့ ပန်း ချီ ကား ချပ် တစ် ခု
sadness,အ မှောင် ထု ကျ ဆင်း လာ ပြီး ၊ စိတ် ဝိ ညာဉ် ကို စိတ် ပျက် အား ငယ် မှု ရဲ့ အ ရိပ် တွေ ထဲ မှာ ဝါး မြို သွား ခြင်း
anger,စ ကား ကို လိမ် ကောက် ပြီး ကိုယ် လွတ် ရုန်း တာ ကို အ မြင် ကတ် တယ်
anger,အ မြဲ တမ်း ဆင် ခြေ တွေ ပဲ ပေး နေ တဲ့ သူ တွေ ကို စိတ် မ ရှည် နိုင် တော့ ဘူး
anger,ရှုပ် ထွေး မှု ရဲ့ အ ထုံး ကို ဖြေ ရှင်း ဖို့ စိတ် ပျက် ဖွယ် ကြိုး ပမ်း မှု တွေ ၊ နား လည် မှု လွဲ မှား ခြင်း ရဲ့ ဝင်္ က ပါ ထဲ သို့ ပို မို လျှော ကျ သွား တဲ့ နား လည် မှု ရဲ့ ချည် မျှင် တွေ
fear,မြူ ဆိုင်း နေ တဲ့ လမ်း မှာ ရှေ့ က ဘာ ရှိ မှန်း မ မြင် ရ လို့ လန့် တယ်
anger,အ တိတ် က သစ် စာ ဖောက် မှု တွေ အ ပေါ် နာ ကြည်း မှု တွေ တိုး ပွား လာ နေ တယ်
neutral,ကိုယ့် အ ပေါ် အ မြဲ ကောင်း ခဲ့ တဲ့ အိမ် မွေး တိ ရစ် ဆာန် လေး သေ ဆုံး သွား တဲ့ အ ချိန်
joy,စက် ဘီး ကမ် ဘာ့ ချန် ပီ ယံ ရှစ် မှာ ၊ တောင် တက် သ မား က စိန် ခေါ် မှု ရှိ တဲ့ မြေ ပြင် တွေ ကို အောင် နိုင် ပြီး ၊ အ တား အ ဆီး တွေ ကြား က စိတ် ပိုင်း ဖြတ် မှု နဲ့ အောင် မြင် မှု ကို ကိုယ် စား ပြု ခြင်း
sadness,လာ မယ့် ပွဲ တွေ နဲ့ ကြေ ညာ ချက် တွေ အ ကြောင်း သိ ရှိ နေ ဖို့ ကျောင်း စု ဝေး ပွဲ တစ် ခု တက် ရောက် နေ ပါ တယ် ကျောင်း လှုပ် ရှား မှု တွေ နဲ့ ချိတ် ဆက် နေ ခြင်း
anger,သူ တစ် ပါး ကို ပုတ် ခတ် ပြော ဆို နေ တာ ကို ကြည့် ပြီး အ မြင် ကတ် တယ်
love,မင်း ရဲ့ လက် က လေး ကို ကိုင် ပြီး လော က ကြီး ကို စိန် ခေါ် ရဲ တယ်
joy,ပျင်း စ ရာ ကောင်း တဲ့ အ တန်း တွေ အ တွင်း ပြီး ပြည့် စုံ တဲ့ doodle ရေး ဆွဲ ခြင်း အ နု ပ ညာ ကို ကျွမ်း ကျင် နေ ခြင်း Doodles-A+!
love,ကျေး ဇူး တင် စိတ် တွေ ပြည့် နေ တဲ့ နှ လုံး သား နဲ့ ကြယ် တွေ ကို တေး သီ ချင်း ဆို နေ ခြင်း ၊ ကျေး ဇူး သိ တတ် မှု ရဲ့ သံ စဉ်
neutral,အ လုပ် ကိစ် စ အား လုံး ပြီး ပြတ် သွား လို့ စိတ် အေး လက် အေး နား နား နေ နေ နေ ရ တဲ့ အ ချိန်
suprise,စိတ် ဓာတ် ကျ နေ တဲ့ အ ချိန် မှ ဝုန်း ခ နဲ ရောက် လာ တဲ့ သ တင်း ကောင်း က အ သက် ရှူ ချောင် စေ ခဲ့ တယ်
joy,အ ရမ်း စောင့် မျှော် နေ တဲ့ အား လပ် ရက် အ တွက် နောက် ပြန် ရေ တွက် မှု စ တင် ချိန် မှာ စိတ် လှုပ် ရှား မှု တွေ တိုး ပွား လာ ပါ တယ်
joy,စိန် ခေါ် မှု ရှိ တဲ့ လေ့ ကျင့် ခန်း တစ် ခု ခု ပဲ ပြီး သွား ပြီ
joy,ဘ ဝ ရဲ့ မ ပြည့် စုံ မှု တွေ ကို ပွေ့ ဖက် ရင်း ၊ ခ ရီး စဉ် ထဲ မှာ လက် ခံ မှု ကို ရှာ ဖွေ တွေ့ ရှိ ခြင်း ၊ အ မာ ရွတ် တွေ အ ပါ အ ဝင်
fear,ဓာတ် မှန် ရ လဒ် က မ ကောင်း တာ ထွက် လာ မှာ ကို အ မြဲ ပူ ပန် တယ်
anger,နာ ကြည်း မှု က အ နာ စိမ်း လို ဖြစ် နေ တယ် ၊ ကျက် ဖို့ ငြင်း ဆန် နေ တဲ့ ဒဏ် ရာ
suprise,စူး စမ်း လို စိတ် ရဲ့ ဝင်္ က ပါ ထဲ မှာ ပျောက် ဆုံး နေ ခြင်း ၊ လှည့် ကွက် တိုင်း က ရှာ ဖွေ တွေ့ ရှိ မှု ရဲ့ ရ တ နာ တွေ ကို ဖော် ထုတ် ပြ သ ခြင်း
love,မင်း က ငါ့ ဘ ဝ ရဲ့ အ ကောင်း ဆုံး ဆု လာဘ် တစ် ခု ပဲ
anger,အ ဆိုး မြင် စိတ် တွေ နဲ့ လာ ပြီး စိတ် အ နှောင့် အ ယှက် ပေး နေ တာ မုန်း တယ်
suprise,ရုတ် တ ရက် ကြီး ရောက် လာ တဲ့ သ တင်း စ ကား က ဒီ နေ့ ကို အ ကောင်း ဆုံး နေ့ တစ် နေ့ ဖြစ် စေ ခဲ့ တယ်
love,မင်း က ငါ့ ဘ ဝ ရဲ့ အ မှောင် ထု ကို မောင်း ထုတ် ပေး တဲ့ နေ မင်း ကြီး ပဲ
love,မင်း ရဲ့ လက် က လေး ကို ကိုင် ထား ရင် ဘယ် လို လမ်း ကြမ်း မျိုး မ ဆို လျှောက် ရဲ တယ်
sadness,အ ဓိ က ပ ရော ဂျက် တစ် ခု ကျ ရှုံး ပြီး နောက် စိတ် ပျက် အား ငယ် မှု ခံ စား ချက် ကြိုး စား အား ထုတ် မှု က ဒီ တစ် ခါ အ ရာ မ ထင် ခဲ့ ဘူး
neutral,သူ များ တွေ အောင် မြင် နေ တာ မြင် ရင် ငါ လည်း ပို ကြိုး စား ရ မယ် ဆို ပြီး အား ကျ မိ တယ်
sadness,ရင် ထဲ မှာ မွန်း ကြပ် နေ တယ်
suprise,ဒီ နေ့ လမ်း မှာ ကား လုံး ဝ မ ပိတ် ဘဲ ရုံး ကို စော စော ရောက် သွား တယ် ၊
sadness,စိတ် ပျက် အား ငယ် မှု ထဲ မှာ နစ် မြုပ် နေ တယ် ၊ နေ့ ရက် တိုင်း က နောက် ဆုံး နေ့ ထက် ပို မှောင် မိုက် တယ်
joy,နေ ရောင် ခြည် ပေါ် မှာ က ခုန် နေ ခြင်း ၊ ခြေ လှမ်း တိုင်း က ရိုး ရှင်း တဲ့ အ ခိုက် အ တန့် တွေ ထဲ မှာ တွေ့ ရှိ ရ တဲ့ ပျော် ရွှင် မှု ရဲ့ ဂုဏ် ပြု ပွဲ
love,မင်း က ငါ့ ဘ ဝ ရဲ့ မှောင် မိုက် နေ တဲ့ နေ ရာ တွေ ကို အ လင်း ပြ ပေး ခဲ့ သူ ပါ
suprise,ငါ အ မြဲ လို ချင် နေ တဲ့ ဖိ နပ် ကို အစ် ကို က လက် ဆောင် ဝယ် ပေး ထား တာ ပဲ ၊
sadness,အ ထီး ကျန် မှု ၊ ကြယ် မ ရှိ တဲ့ ကောင်း ကင် ထဲ က တစ် ကိုယ် တည်း လ ၊ အ ထီး ကျန် မှု ရဲ့ ရှု ခင်း ပေါ် သို့ အေး စက် တဲ့ အ လင်း ရောင် ကို ဖြာ ကျ နေ ခြင်း ၊ လွတ် နေ တဲ့ နေ ရာ တွေ မှာ ပဲ့ တင် သံ တွေ ပြန် ဟပ် နေ တဲ့ နေ ရာ
sadness,သူ လည်း ငါ့ ကို နား မ လည် ပေး နိုင် ခဲ့ ဘူး
,အ လုပ် ကို သေ သေ ချာ ချာ မ လုပ် ဘဲ လော ကတ် ဝတ် လုပ် တာ စိတ် တို စ ရာ
joy,ဖန် တီး မှု ပ ရော ဂျက် အ သစ် တစ် ခု အ တွက် စိတ် အား ထက် သန် မှု
joy,စိန် ခေါ် မှု တွေ ကြား ထဲ က နေ စိတ် ပိုင်း ဖြတ် မှု နဲ့ လမ်း ညွှန် ဖြတ် သန်း နေ ပါ တယ်
joy,ပန်း ခြံ ထဲ မှာ လှ ပ တဲ့ နေ့ လေး တစ် နေ့ ကို ပျော် ရွှင် စွာ ဖြတ် သန်း နေ ပါ တယ်
love,မင်း ရဲ့ အ မော အ ပန်း တွေ ကို ငါ့ ရဲ့ ရင် ခွင် ထဲ မှာ ဖြေ ဖျောက် လိုက် ပါ
neutral,Adele ရဲ့ ဖျော် ဖြေ ပွဲ ရဲ့ ရှေ့ ဆုံး တန်း မှာ ၊ 'SomeoneLikeYou' ရဲ့ တေး သွား တိုင်း က စိတ် ဝိ ညာဉ် ကို လှုပ် နှိုး တဲ့ စိတ် ခံ စား မှု နဲ့ ပဲ့ တင် ထပ် နေ ခြင်း
sadness,သစ် စာ ဖောက် ခံ ရ တဲ့ ခံ စား ချက် က အ ရမ်း နာ ကျင် ရ တယ်
sadness,ငါ က လွဲ ရင် အား လုံး ပဲ ပျော် ရွှင် နေ ကြ သ လို ခံ စား ရ တဲ့ စိတ် အ ခြေ အ နေ
neutral,ငါ တ ကယ် ပဲ ဒါ ကို လုပ် နိုင် ပါ့ မ လား မ သေ ချာ ဘူး ဖြစ် နေ တယ်
joy,ဆက် တိုက် hackysack ကန် ချက် အ များ ဆုံး အ တွက် စံ ချိန် သစ် တင် ဖို့ ကြိုး စား နေ ပါ တယ် Hackysack ကျွမ်း ကျင် မှု များ - ထုတ် လွှတ် လိုက် ပြီ !
suprise,မိုး တိမ် တွေ ကြား က နေ ရုတ် တ ရက် သက် တံ ကြီး ထွက် လာ သ လို မျိုး စိတ် လှုပ် ရှား စ ရာ ကောင်း လိုက် တာ
anger,ငါ့ ကို လာ ပြီး ချုပ် ကိုင် ဖို့ လုပ် နေ တာ တွေ ကို လုံး ဝ လက် မ ခံ ဘူး
anger,ငါ့ ကို လာ ပြီး စိတ် က စား လို့ ရ မ လဲ ဆို ပြီး ရင် ထဲ မှာ ပေါက် ကွဲ တယ်
joy,မ နက် ဖြန် ကျန်း မာ ရေး စိန် ခေါ် မှု အ သစ် တစ် ခု စ တင် တော့ မယ် !💪
joy,စိန် ခေါ် မှု ရှိ တဲ့ coding ပ ရော ဂျက် တစ် ခု ကို အောင် မြင် စွာ ပြီး မြောက် ခြင်း coding အ တား အ ဆီး တွေ ကို ကျော် လွှား နိုင် မှု အ တွက် စိတ် လှုပ် ရှား ခြင်း !
neutral,သ တိ ပဋ် ဌာန် တ ရား ထိုင် ချိန် အ တွင်း အ တွင်း စိတ် စ ကြ ဝ ဠာ ကို စူး စမ်း ရှာ ဖွေ နေ ပါ တယ်
sadness,စ ကား တွေ လည်း ဆက် မ ပြော ချင် တော့ ဘူး
sadness,စိတ် အ မော တွေ နဲ့ ပဲ နေ့ ရက် တိုင်း ကုန် ဆုံး တယ်
anger,သူ တစ် ပါး ကို လှည့် စား ပြီး အ ကျိုး အ မြတ် ယူ တာ ကို လုံး ဝ မုန်း တယ်
neutral,စည် ကား နေ တဲ့ မြို့ ကြီး ရဲ့ အ လယ် မှာ ၊ တိတ် ဆိတ် ငြိမ် သက် တဲ့ က ဖေး ဆိုင် လေး တစ် ခု က စဉ်း စား တွေး တော မှု အ တွက် ခို လှုံ ရာ နေ ရာ ဖြစ် လာ တယ် ၊ ကော် ဖီ တစ် ခွက် က လေ လွင့် နေ တဲ့ စိတ် ကို နှစ် သိမ့် မှု ယူ ဆောင် လာ တဲ့ နေ ရာ
fear,ဖမ်း ဆီး နှိပ် စက် ခံ ရ မှာ ကို တွေး ပြီး အိပ် လို့ မ ပျော် ဘူး
anger,အ ရေး ကြီး တဲ့ အ ချိန် မှ ဖုန်း ပိတ် ထား တာ တ ကယ် ကို စိတ် တို စ ရာ ကြီး
joy,လေ ရဲ့ မျှော် လင့် ချက် ရှိ တဲ့ တီး တိုး သံ တွေ ၊ ပို မို တောက် ပ တဲ့ မ နက် ဖြန် ရဲ့ က တိ က ဝတ် တွေ ကို သယ် ဆောင် လာ ခြင်း ၊ ဖြစ် နိုင် ခြေ တွေ ရဲ့ လေ ထု ထဲ က အ ကောင်း မြင် စိတ် ရဲ့ သံ စုံ တီး ဝိုင်း
joy,ဓာတ် ပုံ ရိုက် ကူး ခြင်း က နေ တစ် ဆင့် သ ဘာ ဝ တ ရား ရဲ့ အ လှ ကို ဖမ်း ယူ နေ ပါ တယ် လျှပ် တစ် ပြက် ပုံ တိုင်း က ရ တ နာ တစ် ခု # သ ဘာ ဝ ဓာတ် ပုံ ရိုက် ကူး ခြင်း # အ ကြီး တန်း ဓာတ် ပုံ ဆ ရာ
joy,Virtualreality တွေ့ ဆုံ ပွဲ တစ် ခု တက် ရောက် နေ ပါ တယ်
fear,မိ ကျောင်း တွေ ရှိ တဲ့ မြစ် ထဲ ကို ပြုတ် ကျ မှာ ကို ကြောက် တယ်
neutral,ကြယ် တွေ အ များ ကြီး လင်း ထိန် နေ တဲ့ ည ကောင်း ကင် ယံ ကို မော့ ကြည့် နေ ရ တဲ့ အ ချိန်
neutral,တ ခြား လူ တွေ တိုး တက် နေ တာ ကို ကြည့် ပြီး ငါ က တော့ ဒီ နေ ရာ မှာ တင် ရပ် နေ တုန်း ပဲ လို့ စိတ် ပျက် မိ တဲ့ နေ့
fear,လင်း နို့ တွေ ပျံ သန်း နေ တာ ကို ကြည့် ပြီး စိတ် ထဲ တုန် လှုပ် မိ တယ်
anger,အ လုပ် တစ် ခု ကို ပေါ့ ပျက် ပျက် လုပ် ပြီး ဖျက် ဆီး ပစ် တာ စိတ် တို စ ရာ ကြီး
neutral,နေ့ စဉ် ဘ ဝ ရဲ့ ပုံ သေ ကား ချပ် ထဲ မှာ ပိတ် မိ ပြီး မွန်း ကျပ် လွန်း လှ တဲ့ နေ့ တစ် နေ့
anger,စ ကား ပြော ရင် ရိုင်း ရိုင်း စိုင်း စိုင်း လာ ပြော တာ ကို လုံး ဝ သည်း မ ခံ ဘူး
fear,ဝံ ပု လွေ တွေ ရဲ့ အူ သံ က ညဉ့် နက် သန်း ခေါင် မှာ ကျော ချမ်း စ ရာ ပဲ
anger,Timeline မှာ နိုင် ငံ ရေး ဆွေး နွေး မှု တွေ ပူ လောင် နေ ပါ တယ်
joy,စစ် မှန် တဲ့ ပျော် ရွှင် မှု - ချစ် ခင် ရ သူ တစ် ယောက် ရဲ့ အောင် မြင် မှု ကို ဂုဏ် ပြု ခြင်း !
fear,သွေး ကြော ထဲ ဆေး သွင်း တဲ့ အ ခါ နာ ကျင် မှာ ကို ကြောက် တယ်
anger,မ သိ ဘဲ နဲ့ ဆ ရာ လာ လုပ် နေ တဲ့ သူ တွေ ကို တွန်း ထုတ် ပစ် ချင် စိတ် ပေါက် တယ်
love,ငါ့ နှ လုံး သား က မင်း တစ် ယောက် တည်း အ တွက် ပဲ ခုန် တာ ပါ
joy,ပြေး ခုန် ပစ် ပြိုင် ပွဲ တစ် ခု မှာ ကိုယ် ပိုင် အ ကောင်း ဆုံး စံ ချိန် ရ ရှိ ခြင်း အောင် ပွဲ ရဲ့ သည်း ထိတ် ရင် ဖို မှု နဲ့ မိ မိ ကိုယ် ကို တိုး တက် မှု !
joy,သူ ငယ် ချင်း တွေ က စီ စဉ် ပေး တဲ့ အံ့ အား သင့် ဖွယ် မွေး နေ့ ပါ တီ တစ် ခု တက် ရောက် နေ ပါ တယ် အ ချစ် ၊ ရယ် မော ခြင်း ၊ နဲ့ အ ဖော် ကောင်း တွေ နဲ့ ဝန်း ရံ ထား ခြင်း !
anger,ပြော တာ ကို နား မ ထောင် ဘဲ ကိုယ် ထင် ရာ ကိုယ် လုပ် လို့ စိတ် ပျက် ပြီး စိတ် တို ရ တယ်
suprise,မှတ် တမ်း ရုပ် ရှင် လော က ထဲ က လျှို့ ဝှက် ရ တ နာ တစ် ခု ကို ရှာ ဖွေ တွေ့ ရှိ ခြင်း ၊ ကြည့် ရှု သူ က အ သိ ဉာဏ် ပွင့် လင်း ပြီး စိတ် အား တက် ကြွ လာ တယ် ၊ အ သစ် ပြန် လည် ဖြစ် ပေါ် လာ တဲ့ စူး စမ်း လို စိတ် ကို ခံ စား နေ ရ ခြင်း
love,မင်း က ငါ့ နှ လုံး သား ရဲ့ တစ် ဦး တည်း သော ပိုင် ရှင် ပါ
joy,စိတ် ကူး စိတ် သန်း ရဲ့ တိမ် တိုက် တွေ ပေါ် မှာ ပျံ ဝဲ နေ ခြင်း ၊ ကောင်း ကင် ကို ဖန် တီး မှု ရဲ့ စုတ် ချက် တွေ နဲ့ ခြယ် မှုန်း နေ ပြီး ၊ အိပ် မက် တွေ ရဲ့ လက် ရာ မြောက် ပန်း ချီ ကား တစ် ချပ် ကို ဖန် တီး နေ တဲ့ အ နု ပ ညာ ရှင် တစ် ယောက်
fear,မျက် စိ ကွယ် သွား ရင် ဘ ဝ ကြီး ဘယ် လို ဖြတ် သန်း ရ မ လဲ မ သိ တော့ ဘူး
fear,TikTok အ က တစ် ခု အ တွက် နာ ရီ ပေါင်း များ စွာ အ ချိန် ကုန် ခဲ့ တယ် ၊ ကိုယ့် မှာ ဘယ် ခြေ နှစ် ချောင်း ရှိ တယ် ဆို တာ သိ လိုက် ရ မှ ပဲ အ က ကျ ရှုံး မှု - ထုတ် လွှတ် လိုက် ပြီ !
neutral,လုပ် စ ရာ စာ ရင်း ထဲ က အ လုပ် တွေ ကို တစ် ခု ပြီး တစ် ခု အ မှန် ခြစ် ပြီး အ ကျိုး ရှိ တဲ့ နေ့ တစ် နေ့
suprise,ဟင် ! အင် တာ နက် လိုင်း တွေ ရုတ် တ ရက် ကြီး အ ရမ်း မြန် သွား တာ ဘာ ဖြစ် လို့ လဲ ၊
neutral,မ နက် ဖြန် ခ ရီး သွား ရ မှာ ဆို တော့ ဒီ ည အိပ် လို့ တောင် ပျော် မှာ မ ဟုတ် ဘူး
sadness,စိတ် ခံ စား မှု ပင် ပန်း နွမ်း နယ် ခြင်း ၊ ကမ် ဘာ လော က ရဲ့ ဝန် ထုပ် ဝန် ပိုး က ပင် ပန်း နေ တဲ့ ပ ခုံး တွေ ကို ကြိတ် ချေ နေ ခြင်း
love,မင်း က ငါ့ ဘ ဝ ရဲ့ အ လှ ပ ဆုံး သော အ မွေ အ နှစ် တစ် ခု ပါ
suprise,ဟင် ! ငါ့ အ ကောင့် ထဲ ကို Follower တွေ တစ် ည တည်း နဲ့ ဒီ လောက် တောင် တိုး လာ တာ လား ၊
suprise,ဒီ အ ဆောက် အ ဦး ရဲ့ ဗိ သု ကာ လက် ရာ က တ ကယ့် ကို ဆန်း သစ် လွန်း တယ် ၊
neutral,တန် ဖိုး ရှိ တဲ့ ပစ် စည်း တစ် ခု ပျောက် ဆုံး သွား လို့ လိုက် ရှာ နေ ရ တဲ့ ခ ဏ
fear,စ ကား မ ပြော နိုင် တော့ တဲ့ အ ခြေ အ နေ မျိုး ရောက် မှာ ကို ကြောက် တယ်
joy,ငယ် သူ ငယ် ချင်း တစ် ယောက် နဲ့ အံ့ အား သင့် ဖွယ် ပြန် လည် ဆုံ စည်း ပြီး နောက် ရွှင် လန်း တက် ကြွ မှု
neutral,ကျွမ်း ဘား သ မား ရဲ့ လေ့ ကျင့် ခန်း တစ် ခု အ တွင်း မ မျှော် လင့် ထား တဲ့ ပြုတ် ကျ မှု က ပ ရိ သတ် တွေ ဆီ က စာ နာ မှု လှိုင်း တစ် ခု ကို ဖြစ် ပေါ် စေ ပြီး ၊ အား က စား ရဲ့ ထိ ခိုက် လွယ် မှု ကို မီး မောင်း ထိုး ပြ ခြင်း
fear,ဒီ လို ရေ ညစ် ညမ်း မှု တွေ ကြောင့် ရော ဂါ ရ မှာ ကို ကြောက် တယ်
sadness,ဒီ နေ့ လည်း စိတ် ညစ် စ ရာ တွေ နဲ့ ပဲ ပြီး သွား ပြန် ပြီ
suprise,မ နက် စာ စား ဖို့ မီး ဖို ချောင် ထဲ ဝင် တော့ အ မေ က ပြင် ဆင် ပြီး သား ဖြစ် နေ တယ် ၊
love,မင်း ရဲ့ အ ပြုံး က ငါ့ ဘ ဝ ရဲ့ အ ကောင်း ဆုံး ဆေး တစ် ခွက် ပဲ
neutral,တစ် နေ ကုန် အ လုပ် ရှုပ် နေ ပေ မဲ့ ည ဘက် ရောက် တော့ ရင် ထဲ မှာ ဟာ လာ ဟင်း လင်း ဖြစ် ကျန် ခဲ့ တဲ့ နေ့
anger,မျက် မှောက် ကုတ် ပြီး ဒေါ သ ထွက် နေ ရ တဲ့ အ ခြေ အ နေ က တ ကယ် ကို ဆိုး တယ်
sadness,က တိ ပျက် ခြင်း တွေ ရဲ့ ပြ ခန်း ထဲ မှာ ၊ ကွဲ ကြေ သွား တဲ့ သစ် စာ စ ကား တိုင်း ကို ဘောင် ခတ် ထား ခြင်း ၊ နာ ကျင် ဖွယ် ပြ ပွဲ
joy,တိတ် ဆိတ် ငြိမ် သက် တဲ့ တ နင်္ ဂ နွေ နေ့ ရဲ့ ရိုး ရှင်း မှု ထဲ က ကျေ နပ် မှု
