emotion_class,cleaned_text,emotion_clean
love,မင်း ကို ဖက် ထား ရ တဲ့ အ ချိန် က ကမ် ဘာ ပေါ် မှာ အ လုံ ခြုံ ဆုံး ပဲ,Love
fear,လှေ ကား အောက် က နေ ထူး ဆန်း တဲ့ အ သံ တွေ ကြား နေ ရ တယ်,Fear
joy,မြို့ ရဲ့ လျှို့ ဝှက် နေ ရာ လေး တွေ ကို စူး စမ်း ရှာ ဖွေ နေ ပါ တယ်,Joy
sadness,ဘာ ကို မှ စိတ် မ ပါ တော့ ဘဲ တစ် နေ ကုန် အိပ် ရာ ထဲ က မ ထ ချင် တဲ့ နေ့ ရက် တွေ,Sadness
anger,ကိုယ့် အ ပေါ် မ ရိုး သား တဲ့ သူ တွေ ကို အ နား မှာ မ ထား ချင် တော့ ဘူး,Anger
love,အော် စ ကာ ဆု ပေး ပွဲ မှာ ၊ သ ရုပ် ဆောင် က ဆု တစ် ခု ကို ကျေး ဇူး တင် စွာ လက် ခံ ပြီး ၊ သူ တို့ ရဲ့ ထူး ချွန် တဲ့ သ ရုပ် ဆောင် မှု အ တွက် အ သိ အ မှတ် ပြု မှု အ ပေါ် ပျော် ရွှင် မှု နဲ့ ကျေး ဇူး တင် မှု ကို ဖြာ ကျ နေ ခြင်း,Love
neutral,တစ် နေ့ တာ လုံး ဖုန်း လေး တစ် လုံး နဲ့ တင် အ ချိန် တွေ ဖြုန်း မိ လို့ ကိုယ့် ကိုယ် ကိုယ် ပြန် မုန်း မိ တဲ့ နေ့,Neutral
joy,စိတ် ကျန်း မာ ရေး ရဲ့ အ ရေး ပါ ပုံ ကို ပြန် လည် သုံး သပ် နေ ပါ တယ်,Joy
neutral,မေ့ လျော့ နေ တဲ့ ခေတ် တစ် ခု ရဲ့ အ ပျက် အ စီး တွေ ကြား ထဲ က ပြန် လည် သုံး သပ် စဉ်း စား တွေး တော မှု,Neutral
joy,သ မုဒ် ဒ ရာ ကမ်း စပ် က ငြိမ်း ချမ်း တဲ့ အ ခိုက် အ တန့် တွေ ၊ တည် ငြိမ် အေး ချမ်း မှု က လွှမ်း ခြုံ လာ ခြင်း ၊ လှိုင်း လုံး တွေ ရဲ့ ပွေ့ ဖက် မှု ထဲ က ငြိမ်း ချမ်း တဲ့ ဆုတ် ခွာ ရာ နေ ရာ တစ် ခု,Joy
joy,သ တိ ပဋ် ဌာန် ကျင့် ကြံ နေ ချိန် မှာ တည် ငြိမ် မှု က လွှမ်း မိုး နေ ပါ တယ်,Joy
sadness,အ ဓိ က ပ ရော ဂျက် တစ် ခု ကျ ရှုံး ပြီး နောက် စိတ် ပျက် အား ငယ် မှု ခံ စား ချက် ကြိုး စား အား ထုတ် မှု က ဒီ တစ် ခါ အ ရာ မ ထင် ခဲ့ ဘူး,Sadness
love,ဗင်း နစ် မြို့ မှာ ဂွန် ဒို လာ လှေ စီး ခြင်း ကို စ တင် ခြင်း ၊ တူး မြောင်း တိုင်း က ဒီ အ ချိန် မ ရွေး ခေတ် မီ တဲ့ မြို့ ရဲ့ အ ချစ် ဇာတ် လမ်း ကို ထင် ဟပ် နေ ခြင်း,Love
sadness,ပ ဋိ ပက် ခ ဖြစ် နေ တဲ့ ခံ စား ချက် တွေ ရဲ့ ကော် ဇော တစ် ခု ၊ မ သေ ချာ မ ရေ ရာ မှု တွေ ကြား ထဲ မှာ ရက် ယှက် နေ ခြင်း ၊ စိတ် နှစ် ခွ ဖြစ် ခြင်း ရဲ့ ချည် မျှင် တွေ ထဲ မှာ ကျ ရောက် နေ ခြင်း,Sadness
suprise,မျက် စိ ရှေ့ မှာ မြင် နေ ရ တဲ့ မြင် ကွင်း က တ ကယ့် ကို အံ့ မ ခန်း အံ့ ဩ စ ရာ အ လှ တ ရား ပဲ,Neutral
fear,ကွယ် လွန် သူ တွေ ရဲ့ ဝိ ညာဉ် က ဒီ အ ခန်း ထဲ မှာ ရှိ နေ သ လို ပဲ,Fear
joy,အ လုပ် များ တဲ့ နေ့ တစ် နေ့ ရဲ့ အ လယ် မှာ တည် ငြိမ် မှု ကို ရှာ ဖွေ တွေ့ ရှိ ခြင်း,Joy
anger,အ မှား ကို တောင်း ပန် ဖို့ မာ န ကြီး နေ တာ ကို ကြည့် ပြီး စိတ် တို တယ်,Anger
fear,မီး တောင် ပေါက် ကွဲ ရင် အ ကုန် ပြာ ကျ သွား မှာ ကို တွေး ပြီး ကြောက် တယ်,Fear
love,မင်း က ငါ့ ဘ ဝ ရဲ့ အ ဓိပ် ပာယ် ကို ရှာ ဖွေ ပေး ခဲ့ တဲ့ သူ ပါ,Love
love,မင်း က ငါ့ ဘ ဝ ရဲ့ အ ဓိပ် ပာယ် အ ရှိ ဆုံး သော သီ ချင်း တစ် ပုဒ် ပါ,Love
joy,အ ကျိုး ရှိ တဲ့ နေ့ တစ် နေ့ ပြီး နောက် အောင် မြင် မှု ခံ စား ရ ပါ တယ်,Joy
anger,အ ရေး ပေါ် စား ချင် စိတ် များ အ တွက် ကျော ပိုး အိတ် ထဲ မှာ သ ရေ စာ သို လှောင် ရုံ တစ် ခု ဖွက် ထား ခြင်း သ ရေ စာ နင် ဂျာ မုဒ် - အ သက် ဝင် ပြီ !,Anger
anger,လူ ကြား ထဲ မှာ သိက် ခာ ချ ဖို့ ကြိုး စား တာ ကို လုံး ဝ လက် မ ခံ နိုင် ဘူး,Anger
suprise,သူ စော စော စီး စီး ပြန် ရောက် လာ လိမ့် မယ် လို့ လုံး ဝ မ ထင် ထား မိ လို့ အံ့ ဩ ပြီး ဖက် ထား မိ တယ်,Neutral
sadness,ဓာတ် ပုံ အယ်လ် ဘမ် ဟောင်း ရဲ့ စာ မျက် နှာ တွေ ကို လှန် လှော ကြည့် ရင်း ၊ အ တိတ် ကို တမ်း တ မှု က ရယ် မော ခြင်း နဲ့ မျက် ရည် တွေ ရဲ့ ပုံ ပြင် တွေ ကို ရက် ယှက် နေ ခြင်း,Sadness
neutral,ကိုယ် ချစ် ရ တဲ့ သူ တစ် ဦး ဝေး ရာ ကို ထွက် ခွာ သွား တာ ကို လိုက် ပို့ ရ တဲ့ အ ချိန်,Neutral
joy,ဆန် တို ရီ နီ ရဲ့ တည် ငြိမ် အေး ချမ်း မှု ထဲ မှာ ခ ရီး သွား နေ ခြင်း ၊ နေ ဝင် ချိန် တိုင်း က ကောင်း ကင် ကို တည် ငြိမ် အေး ချမ်း မှု အ ရောင် အ သွေး တွေ နဲ့ ခြယ် မှုန်း တဲ့ နေ ရာ,Joy
anger,အ ကြောင်း ပြ ချက် မ ရှိ ဘဲ လာ ပြီး အ ပြစ် တင် တာ ကို ဘယ် လို မှ လက် မ ခံ ဘူး,Anger
love,မင်း နဲ့ အ တူ ရှိ နေ ရင် အ ချိန် တွေ ကုန် သွား တာ မြန် လွန်း တယ်,Love
fear,ဒီ ပိုး ဟပ် ကြီး ငါ့ ဆီ ပျံ လာ ရင် တော့ သေ ရ ချင် တာ ပဲ,Fear
neutral,မီး ပျက် နေ တဲ့ ညဉ့် နက် သန်း ခေါင် မှာ လေ လည်း မ တိုက် ဘဲ အိုက် စပ် နေ တဲ့ အ ခါ,Neutral
anger,သူ တစ် ပါး ရဲ့ အောင် မြင် မှု ကို ကြည့် ပြီး မ နာ လို ဖြစ် နေ တာ အောက် တန်း ကျ တယ်,Anger
love,လက် တွေ့ လုပ် ဆောင် မှု ထဲ က က ရု ဏာ တ ရား - ဒေ သ ခံ ပ ရ ဟိ တ ပွဲ တစ် ခု ကို ပံ့ ပိုး ကူ ညီ ခြင်း,Love
sadness,စိတ် ဓာတ် တွေ အောက် ဆုံး ထိ ပြုတ် ကျ နေ တဲ့ အ ချိန် မှာ ဘေး မှာ ဘယ် သူ မှ ရှိ မ နေ ခဲ့ ဘူး,Sadness
sadness,အ ခန်း ထောင့် လေး ထဲ မှာ တစ် ယောက် တည်း ထိုင် ငို နေ ရ တဲ့ ည တွေ က များ လှ ပြီ,Sadness
love,မင်း ရဲ့ နူး ညံ့ တဲ့ အ ကြင် နာ တွေ က ငါ့ နှ လုံး သား ကို အ ရည် ပျော် စေ တယ်,Love
love,မင်း က ငါ့ ရဲ့ နှ လုံး သား တစ် ခွင် လုံး ကို စိုး မိုး ထား သူ ပါ,Love
neutral,ငါ့ ကို ယုံ ကြည် ပေး တဲ့ လူ တွေ ရှိ နေ တာ ပဲ ဆို တဲ့ အ သိ က အင် အား တစ် ခု ပဲ,Neutral
sadness,သူ တစ် ပါး ကို နှစ် သိမ့် ပေး နိုင် ပေ မဲ့ ကိုယ့် ကိုယ် ကိုယ် ကျ တော့ ဘာ မှ မ လုပ် ပေး နိုင် တဲ့ အ ဖြစ်,Sadness
suprise,ဟင် ! ငါ ရေး ထား တဲ့ က ဗျာ လေး ကို လူ တွေ အ များ ကြီး Share ထား ကြ တာ ပဲ ၊,Neutral
neutral,သူ တစ် ပါး ရဲ့ အောင် မြင် မှု ကို ကြည့် ပြီး မ နာ လို စိတ် အ နည်း ငယ် ဝင် မိ သွား တယ်,Neutral
love,မင်း က ငါ့ ရဲ့ ရင် ခုန် သံ တွေ ကို ထိန်း ချုပ် ထား နိုင် သူ ပါ,Love
anger,အ မှား ကို အ မှား မှန်း မ သိ ဘဲ ပြန် ပြီး ရန် တွေ့ နေ တာ ကို စိတ် မ ရှည် တော့ ဘူး,Anger
suprise,အို လံ ပစ် ပွဲ တော် မှာ ၊ အား က စား သ မား ရဲ့ ဇွဲ လုံ့ လ က ထွန်း လင်း တောက် ပ လာ ပြီး ၊ ရွှေ တံ ဆိပ် တစ် ခု ရ ရှိ ကာ သူ တို့ ရဲ့ ထူး ခြား တဲ့ အောင် မြင် မှု နဲ့ မျိုး ဆက် တစ် ခု ကို စိတ် အား တက် ကြွ စေ ခြင်း,Neutral
sadness,နှုတ် ဆက် ခြင်း မ ရှိ ဘဲ ထွက် ခွာ သွား တဲ့ သူ တွေ ကြောင့် ကျန် ခဲ့ တဲ့ လူ က ပဲ အ မြဲ ခံ စား ရ တယ်,Sadness
joy,ပျင်း စ ရာ ကောင်း တဲ့ ဟော ပြော ပွဲ တစ် ခု အ တွင်း origami ဖန် တီး ခြင်း အ နု ပ ညာ ကို ပြီး ပြည့် စုံ အောင် လုပ် ဆောင် နေ ခြင်း Origami ကျွမ်း ကျင် မှု -A+!,Joy
neutral,မျှော် လင့် ချက် တွေ တစ် ခု ပြီး တစ် ခု ပျက် စီး သွား တာ ကို ငေး ကြည့် နေ ရ တဲ့ စိတ် ပျက် စ ရာ နေ့,Neutral
anger,က တိ ပျက် ကွက် တာ ကို ဘာ မှ မ ဖြစ် သ လို မျက် နှာ ပြောင် တိုက် တာ မုန်း တယ်,Anger
anger,ကိုယ့် ရဲ့ ခံ စား ချက် ကို လှောင် ပြောင် တာ ကို လုံး ဝ လက် မ ခံ နိုင် ဘူး,Anger
neutral,အား လုံး အ ဆင် ပြေ သွား မှာ ပါ လို့ ကိုယ့် ကိုယ် ကိုယ် လိမ် ညာ နှစ် သိမ့် နေ ရ တဲ့ ဝမ်း နည်း စ ရာ နေ့ တစ် နေ့,Neutral
fear,အ စား အ သောက် အ ဆိပ် သင့် ပြီး ဆေး ရုံ ရောက် မှာ ကို စိုး ရိမ် တယ်,Fear
neutral,ရှေး ဟောင်း မြို့ တစ် မြို့ ရဲ့ သ မိုင်း ဝင် ဗိ သု ကာ လက် ရာ ကို စူး စမ်း ရှာ ဖွေ နေ ခြင်း ၊ ခ ရီး သွား က ကုန် လွန် သွား တဲ့ ခေတ် တစ် ခု ဆီ သို့ သယ် ဆောင် သွား ခြင်း ၊ အ ထိမ်း အ မှတ် အ ဆောက် အ အုံ တိုင်း က အ တိတ် ရဲ့ ပုံ ပြင် တွေ ကို တီး တိုး ပြော ပြ နေ တဲ့ နေ ရာ,Neutral
joy,စိတ် ကူး စိတ် သန်း ရဲ့ အ လင်း ရောင် ထဲ မှာ နစ် မြုပ် နေ ခြင်း ၊ သာ မန် အ တွေး တွေ ရဲ့ ပြာ ပုံ ထဲ က နေ ထ မြောက် လာ ပြီး နယ် ပယ် အ သစ် တွေ ကို စူး စမ်း ရှာ ဖွေ နေ တဲ့ ဖန် တီး မှု ရှိ တဲ့ ဖီး နစ် ငှက်,Joy
fear,နာ နာ ဘာ ဝ တွေ ရဲ့ ခြောက် လှန့် မှု ကို ခံ ရ မှာ ကို စိုး ရိမ် တယ်,Fear
anger,မျက် လုံး စိမ်း နဲ့ မိစ် ဆာ ဖြစ် တဲ့ မ နာ လို ဝန် တို မှု ၊ အ ရိပ် တွေ ထဲ မှာ ပုန်း အောင်း နေ ခြင်း ၊ အ ခြား သူ တွေ ရဲ့ အောင် မြင် မှု ရဲ့ နေ ရောင် ခြည် အ ပေါ် မှောင် မိုက် တဲ့ တိမ် တိုက် တစ် ခု ဖုံး လွှမ်း နေ ခြင်း,Anger
love,မင်း ကို ဘယ် သူ နဲ့ မှ နှိုင်း ယှဉ် လို့ မ ရ အောင် ချစ် မြတ် နိုး တယ်,Love
anger,ကိုယ် ပိုင် ဘ ဝ အ ကြောင်း ပျံ့ နှံ့ နေ တဲ့ အ ခြေ အ မြစ် မ ရှိ တဲ့ ကော လာ ဟ လ တွေ ကို ရင် ဆိုင် နေ ရ တယ် ကော လာ ဟ လ တွေ က နာ ကျင် စေ နိုင် တယ်,Anger
anger,ကိုယ့် ကို လာ ပြီး အ ရူး လုပ် နေ တာ ကို သိ လိုက် ရ တဲ့ အ ချိန် ဒေါ သ ထွက် တယ်,Anger
neutral,အ နာ ဂတ် အ တွက် ဘာ ဖြစ် လာ မ လဲ ဆို တာ ကို စိုး ရိမ် ပူ ပန် နေ မိ တာ,Neutral
neutral,အ လုပ် တွေ အ ရမ်း များ ပြီး ခေါင်း ထဲ မှာ ဘာ ဆက် လုပ် ရ မှန်း မ သိ အောင် ရှုပ် ထွေး နေ တာ,Neutral
joy,အ ဖွဲ့ သား အား လုံး အ တွက် ရှုပ် ထွေး တဲ့ သူ ငယ် ချင်း လက် ပတ် တွေ ဖန် တီး နေ ပါ တယ် သူ ငယ် ချင်း ဆက် ဆံ ရေး အ ဆင့် - ကျွမ်း ကျင် ရက် ကန်း သ မား !,Joy
fear,လေ ထု ညစ် ညမ်း မှု က အ ဆုတ် ကို ထိ ခိုက် မှာ ကို ပူ ပန် မိ တယ်,Fear
joy,တွန်း အား ဖြစ် တဲ့ စိတ် ပိုင်း ဖြတ် မှု ၊ ထူး ခြား တဲ့ အောင် မြင် မှု တွေ ဆီ သို့ လမ်း ကြောင်း ပေါ် မှာ ကျွန် တော့် ကို ရှေ့ သို့ တွန်း ပို့ နေ ခြင်း,Joy
sadness,တစ် ခါ တ လေ ကျ ရင် လည်း အ ကြောင်း ပြ ချက် မ ရှိ ဘဲ ဝမ်း နည်း စိတ် တွေ ဝင် လာ တတ် တယ်,Sadness
suprise,တီ ဗီ က နေ ရုတ် တ ရက် အ သံ အ ကျယ် ကြီး ထွက် လာ လို့ လန့် သွား တာ ၊,Neutral
joy,စိန် ခေါ် မှု ရှိ တဲ့ လေ့ ကျင့် ခန်း တစ် ခု ပြီး မြောက် ပြီး နောက် အောင် မြင် မှု ခံ စား ချက်,Joy
neutral,ည ဘက် အိပ် မ ပျော် ဘဲ ကု တင် ပေါ် မှာ ဟို လှည့် ဒီ လှည့် ဖြစ် နေ ရ တဲ့ အ ခါ,Neutral
fear,လေ ဖြန်း ပြီး ကိုယ် တစ် ခြမ်း သေ သွား မှာ ကို အ ရမ်း ကြောက် တယ်,Fear
fear,ခက် ခဲ တဲ့ အ ခြေ အ နေ တစ် ခု မှာ ကိုယ့် တန် ဖိုး တွေ ကို သစ် စာ မ ရှိ ခဲ့ မိ တဲ့ အ တွက် ရှက် ရွံ့ ခြင်း,Fear
anger,အ ခြား သူ တွေ ရဲ့ ချမ်း သာ ကြွယ် ဝ မှု ကို မြင် တွေ့ ရ ချိန် မှာ ငြူ စူ မှု က ကျွန် တော့် ကို တ ဖြည်း ဖြည်း ကိုက် စား နေ တယ်,Anger
love,မင်း ရဲ့ လက် က လေး ကို ကိုင် ပြီး လော က ကြီး ကို စိန် ခေါ် ရဲ တယ်,Love
suprise,ဒီ က လေး က ဘယ် အ ချိန် က တည်း က လမ်း လျှောက် တတ် သွား တာ လဲ ၊,Neutral
neutral,အ ရာ ရာ ကို ရင် ဆိုင် ဖို့ အင် အား ကုန် ခမ်း သွား ပြီး လဲ ကျ နေ ချင် တဲ့ နေ့ တစ် နေ့,Neutral
joy,စိန် ခေါ် မှု ရှိ တဲ့ ကျန်း မာ ရေး စိန် ခေါ် မှု တစ် ခု ကို ပြီး မြောက် အောင် မြင် မှု အ တွက် ဂုဏ် ယူ ခြင်း,Joy
anger,ဒီ လို ယုတ် မာ တဲ့ လုပ် ရပ် မျိုး ကို မြင် ရ တာ တ ကယ် ကို ဒေါ သ ထွက် စ ရာ ပဲ,Anger
love,မင်း ရဲ့ အ မုန်း တွေ ကို ငါ က အ ချစ် စစ် နဲ့ အောင် နိုင် ခဲ့ ပါ တယ်,Love
joy,နှစ် သစ် ၊ ကျန်း မာ ရေး ပန်း တိုင် အ သစ် !💪,Joy
fear,လျှပ် စီး တွေ လက် ပြီး မိုး ခြိမ်း သံ ကြား ရင် စောင် ခြုံ ထဲ ပဲ ပုန်း နေ ချင် တယ်,Fear
suprise,ငါ့ အိတ် ကပ် ထဲ မှာ ပိုက် ဆံ အ ကြွေ တွေ ရှိ နေ သေး တယ် ပဲ ၊,Neutral
joy,ဆက် တိုက် hackysack ကန် ချက် အ များ ဆုံး အ တွက် စံ ချိန် သစ် တင် ဖို့ ကြိုး စား နေ ပါ တယ် Hackysack ကျွမ်း ကျင် မှု များ - ထုတ် လွှတ် လိုက် ပြီ !,Joy
suprise,မျက် စိ ရှေ့ မှာ တင် အံ့ ဩ စ ရာ ကောင်း တဲ့ အ လှည့် အ ပြောင်း ကြီး ဖြစ် သွား တာ ကို မြင် လိုက် ရ တယ်,Neutral
joy,EdSheeran ရဲ့ acoustic သံ စဉ် တွေ အ တိုင်း ယိမ်း နွဲ့ နေ ခြင်း ၊ 'Perfect' အ ခိုက် အ တန့် တွေ နဲ့ ပြည့် နေ တဲ့ တည် ငြိမ် အေး ချမ်း တဲ့ ည နေ ခင်း,Joy
suprise,မ နက် စာ စား ဖို့ မီး ဖို ချောင် ထဲ ဝင် တော့ အ မေ က ပြင် ဆင် ပြီး သား ဖြစ် နေ တယ် ၊,Neutral
joy,စိန် ခေါ် မှု တွေ ကြား ထဲ က နေ စိတ် ပိုင်း ဖြတ် မှု နဲ့ လမ်း ညွှန် ဖြတ် သန်း နေ ပါ တယ်,Joy
neutral,ဖက် ရှင် နယ် ပယ် ထဲ မှာ ၊ ဒီ ဇိုင် နာ က ပုံ ပြင် တစ် ပုဒ် ပြော ပြ တဲ့ collection တစ် ခု ကို ဖော် ထုတ် ပြ သ ပြီး ၊ ဖန် တီး မှု ရဲ့ ပြေး လမ်း ပေါ် မှာ ဆန်း သစ် မှု နဲ့ ရိုး ရာ ဓ လေ့ ကို ရော စပ် ခြင်း,Neutral
love,မင်း ရဲ့ အ မော အ ပန်း တွေ ကို ငါ့ ရဲ့ ရင် ခွင် ထဲ မှာ ဖြေ ဖျောက် လိုက် ပါ,Love
joy,ကိုယ် တိုင် လုပ် ပ ရော ဂျက် တစ် ခု ကို အောင် မြင် စွာ ပြီး မြောက် ခြင်း က နေ ရ ရှိ တဲ့ ကျေ နပ် မှု,Joy
neutral,ရုပ် ရှင် ကြည့် ရင်း နဲ့ ဇာတ် ဝင် ခန်း က အ ရမ်း ဝမ်း နည်း ဖို့ ကောင်း လို့ မျက် ရည် တောင် ကျ မိ တယ်,Neutral
anger,အ ရေး ကြီး တဲ့ အ စည်း အ ဝေး တစ် ခု သွား ရာ လမ်း မှာ တာ ယာ ပြား သွား တယ် ဆိုး ရွား တဲ့ အ ဖြစ် အ ပျက် တွေ ဆက် တိုက် ဖြစ် တာ ပြော စမ်း ပါ,Anger
love,U2 ဖျော် ဖြေ ပွဲ မှာ ၊ 'WithorWithoutYou' ရဲ့ သံ ပြိုင် သီ ချင်း ဂီ တ သံ တွေ က အ ချိန် မ ရွေး ခေတ် မီ တဲ့ ချိတ် ဆက် မှု အ ခိုက် အ တန့် တစ် ခု ကို ဖန် တီး နေ ခြင်း,Love
fear,လေ ထီး ခုန် ရ မှာ ကို ဘယ် လို မှ သတ် တိ မ မွေး နိုင် ဘူး,Fear
love,မင်း ကို ပို ပြီး ချစ် လာ ရ တာ က ငါ့ ဘ ဝ ရဲ့ အ လှ ဆုံး အ လုပ် တစ် ခု ပဲ,Love
love,မင်း ရဲ့ သာ ယာ တဲ့ အ ပြုံး လေး တွေ က ငါ့ အ တွက် အင် အား ပဲ,Love
neutral,သူ့ ရဲ့ သ တင်း စ ကား ကို မျှော် နေ မိ တာ ဖုန်း သံ မြည် တိုင်း သူ များ လား လို့ ရင် ခုန် ရ တယ်,Neutral
fear,ဆ ရာ မ က နာ မည် ခေါ် ပြီး မေး ခွန်း မေး မှာ ကို အ ကြောက် ဆုံး ပဲ,Fear
love,ဘ ဝ ရဲ့ ကောင်း ချီး မင်္ ဂ လာ တွေ အ တွက် ကျေး ဇူး တင် မှု တွေ ပြည့် လျှံ နေ ပါ တယ်,Love
neutral,စိတ် အ ခြေ အ နေ က မုန် တိုင်း ထန် နေ သ လို ဒေါ သ နဲ့ ဝမ်း နည်း မှု တွေ ရော ပြွမ်း နေ တဲ့ နေ့,Neutral
fear,နိုင် ငံ ခြား မှာ တစ် ယောက် တည်း သွား နေ ရ မှာ ကို စိုး ရိမ် မိ တယ်,Fear
fear,သေ နတ် သံ တွေ က အိမ် အ နား အ ထိ ကြား နေ ရ လို့ တုန် လှုပ် မိ တယ်,Fear
suprise,သူ တို့ တွေ ငါ့ ကို ဒီ လောက် အ ထိ ဂ ရု စိုက် ပြီး အံ့ ဩ အောင် လုပ် ပေး မယ် လို့ မ ထင် ထား မိ ဘူး,Neutral
suprise,စူး စမ်း လို စိတ် ရဲ့ မီး ပွား နဲ့ အ တူ မိုး ကုတ် စက် ဝိုင်း အ သစ် တွေ ကို စူး စမ်း ရှာ ဖွေ နေ ခြင်း ၊ ဗ ဟု သု တ ရဲ့ ကျယ် ပြန့် တဲ့ ရှု ခင်း ထဲ က စွန့် စား သူ တစ် ယောက်,Neutral
neutral,စိတ် ကူး ယဉ် အိမ် မက် တွေ အ ကြောင်း တွေး ပြီး မျှော် လင့် ချက် တွေ ပြည့် နှက် နေ တဲ့ အ ချိန်,Neutral
fear,TikTok အ က တစ် ခု အ တွက် နာ ရီ ပေါင်း များ စွာ အ ချိန် ကုန် ခဲ့ တယ် ၊ ကိုယ့် မှာ ဘယ် ခြေ နှစ် ချောင်း ရှိ တယ် ဆို တာ သိ လိုက် ရ မှ ပဲ အ က ကျ ရှုံး မှု - ထုတ် လွှတ် လိုက် ပြီ !,Fear
sadness,လာ မယ့် စာ မေး ပွဲ တွေ အ တွက် စာ ကျက် နည်း စ နစ် အ သစ် တစ် ခု စမ်း သပ် နေ ပါ တယ် ကွဲ ပြား တဲ့ သင် ယူ မှု နည်း ဗျူ ဟာ တွေ ကို စူး စမ်း ရှာ ဖွေ နေ ခြင်း,Sadness
joy,စင်္ ကြံ မှာ ကိုယ့် crush နဲ့ မျက် လုံး ချင်း မ ဆုံ အောင် အောင် မြင် စွာ ရှောင် လိုက် နိုင် ပြီ မစ် ရှင် ပြီး မြောက် # ဆယ် ကျော် သက် အ ချစ် # ကိုယ် ပျောက် မုဒ်,Joy
anger,စိတ် ပျက် မှု က တိုး မြင့် လာ တယ် ၊ စိတ် ခံ စား မှု တွေ ရဲ့ မိုး ကြိုး မုန် တိုင်း,Anger
sadness,အား က စား အ သင်း မှာ မ ပါ ဝင် ရ တဲ့ အ တွက် စိတ် ဓာတ် ကျ နေ တယ် စိတ် ပျက် မှု က ဆက် ရှိ နေ တုန်း ပဲ,Sadness
neutral,မ နက် ခင်း ငှက် က လေး တွေ တွန် ကျူး သံ က စိတ် ကို တက် ကြွ လန်း ဆန်း စေ တယ်,Neutral
fear,ကေ ဘယ် ကား စီး ရ မှာ ကို တွေး ပြီး တင် ရင် တုန် ပန်း တုန် ဖြစ် နေ ပြီ,Fear
joy,Vintage ကား ပြ ပွဲ တစ် ခု တက် ရောက် ခဲ့ တယ် ၊ တစ် ချိန် က လမ်း တွေ ကို စိုး မိုး ခဲ့ တဲ့ ဂန် ထ ဝင် ကား တွေ အ ကြောင်း ပြန် လည် အ မှတ် ရ နေ ခြင်း rev တိုင်း မှာ အ တိတ် ကို တမ်း တ ခြင်း #Vintage ကား များ # ဂန် ထ ဝင် စီး နင်း မှု များ,Joy
sadness,စိတ် ပျက် အား ငယ် မှု က စိတ် ကို တိမ် ဖုံး နေ တယ် ၊ အ ဆုံး မ ရှိ တဲ့ အ မှောင် ပင် လယ် ထဲ မှာ လေ လွင့် နေ တယ် လို့ ခံ စား ရ ခြင်း,Sadness
anger,ကိုယ့် အ လုပ် ထဲ လာ ပြီး ဝင် ရှုပ် တာ ကို လုံး ဝ သ ဘော မ ကျ ဘူး,Anger
love,မင်း နဲ့ အ တူ ကော် ဖီ သောက် ရင်း စ ကား ပြော ရ တာ သိပ် အ ရ သာ ရှိ တယ်,Love
anger,ကိုယ့် ဘက် က မှန် နေ ရက် နဲ့ ခေါင်း ငုံ့ ခံ ခိုင်း တာ ကို လုံး ဝ သ ဘော မ ကျ ဘူး,Anger
fear,လူ မှု ပတ် ဝန်း ကျင် မှာ အ ရှက် ကွဲ မှာ ကို အ ရမ်း တွေး ပူ တယ်,Fear
fear,အ တန်း ထဲ မှာ အ ရှက် ကွဲ မှာ ကို စိုး ရိမ် တဲ့ စိတ် က ကြီး မား လွန်း တယ်,Fear
joy,အ လို အ လျောက် စ နေ ၊ တ နင်္ ဂ နွေ အ ပန်း ဖြေ ခ ရီး တစ် ခု ကြို တင် မှာ ယူ လိုက် တယ် စွန့် စား ခန်း က စောင့် ကြို နေ တယ် !# ခ ရီး သွား ပိုး # စ နေ တ နင်္ ဂ နွေ လွတ် မြောက် မှု,Joy
sadness,ငယ် ဘ ဝ အ ကြိုက် ဆုံး တွေ ကို ပြန် လည် လည် ပတ် ချိန် မှာ အ တိတ် ကို တမ်း တ တဲ့ အ မှတ် တ ရ တွေ ပြည့် လျှံ လာ ပါ တယ်,Sadness
love,မင်း က ငါ့ ရဲ့ အိပ် မက် တွေ ကို အ ရောင် ခြယ် ပေး တဲ့ သူ ပါ,Love
love,မင်း ရဲ့ အ ပြုံး လေး တွေ က ငါ့ နေ့ ရက် တိုင်း ကို လင်း ထိန် စေ တယ်,Love
suprise,အ ခက် အ ခဲ တွေ ကြား က နေ မ ထင် မှတ် ဘဲ အ ဖြေ ရှာ တွေ့ သွား တဲ့ အ ခိုက် အ တန့် က တ ကယ့် ကို အံ့ ဩ စ ရာ ပဲ,Neutral
sadness,ကိုယ် ပိုင် ပ ရော ဂျက် တစ် ခု မှာ တိုး တက် မှု မ ရှိ တာ ကို စိတ် ပျက် မိ ပါ တယ်,Sadness
neutral,သ မိုင်း ဝင် ပြ တိုက် တစ် ခု တစ် လျှောက် လှည့် လည် သွား လာ နေ ခြင်း ၊ သ မိုင်း ဝါ သ နာ ရှင် က အ တိတ် ရဲ့ ပုံ ပြင် တွေ ထဲ မှာ နစ် မြုပ် သွား ပြီး ၊ ကုန် လွန် သွား တဲ့ ခေတ် တွေ ကို စိတ် ကူး ပုံ ဖော် ခြင်း,Neutral
love,မင်း နဲ့ အ တူ လက် တွဲ ပြီး လျှောက် ရ တဲ့ လမ်း က ပန်း ခင်း လမ်း ထက် လှ တယ်,Love
